# splot [u=0:6.28] (1-sin(u))*cos(u)-0.3, (1-sin(u))*sin(u)+0.2, 3*sin(u) notitle
point24328 < -1.389729 0.096400 -0.283928 >
point24329 < -1.389847 0.096243 -0.284325 >
point24330 < -1.389965 0.096085 -0.284723 >
point24331 < -1.390083 0.095927 -0.285120 >
point24332 < -1.390201 0.095770 -0.285517 >
point24333 < -1.390319 0.095612 -0.285915 >
point24334 < -1.390437 0.095454 -0.286312 >
point24335 < -1.390555 0.095297 -0.286709 >
point24336 < -1.390673 0.095139 -0.287106 >
point24337 < -1.390791 0.094981 -0.287504 >
point24338 < -1.390909 0.094823 -0.287901 >
point24339 < -1.391026 0.094666 -0.288298 >
point24340 < -1.391144 0.094508 -0.288695 >
point24341 < -1.391262 0.094350 -0.289093 >
point24342 < -1.391380 0.094192 -0.289490 >
point24343 < -1.391497 0.094034 -0.289887 >
point24344 < -1.391615 0.093876 -0.290284 >
point24345 < -1.391733 0.093718 -0.290681 >
point24346 < -1.391850 0.093560 -0.291079 >
point24347 < -1.391968 0.093402 -0.291476 >
point24348 < -1.392085 0.093243 -0.291873 >
point24349 < -1.392203 0.093085 -0.292270 >
point24350 < -1.392321 0.092927 -0.292667 >
point24351 < -1.392438 0.092769 -0.293065 >
point24352 < -1.392556 0.092611 -0.293462 >
point24353 < -1.392673 0.092452 -0.293859 >
point24354 < -1.392790 0.092294 -0.294256 >
point24355 < -1.392908 0.092135 -0.294653 >
point24356 < -1.393025 0.091977 -0.295051 >
point24357 < -1.393143 0.091819 -0.295448 >
point24358 < -1.393260 0.091660 -0.295845 >
point24359 < -1.393377 0.091502 -0.296242 >
point24360 < -1.393495 0.091343 -0.296639 >
point24361 < -1.393612 0.091185 -0.297036 >
point24362 < -1.393729 0.091026 -0.297433 >
point24363 < -1.393846 0.090867 -0.297831 >
point24364 < -1.393963 0.090709 -0.298228 >
point24365 < -1.394081 0.090550 -0.298625 >
point24366 < -1.394198 0.090391 -0.299022 >
point24367 < -1.394315 0.090232 -0.299419 >
point24368 < -1.394432 0.090074 -0.299816 >
point24369 < -1.394549 0.089915 -0.300213 >
point24370 < -1.394666 0.089756 -0.300610 >
point24371 < -1.394783 0.089597 -0.301007 >
point24372 < -1.394900 0.089438 -0.301404 >
point24373 < -1.395017 0.089279 -0.301801 >
point24374 < -1.395134 0.089120 -0.302199 >
point24375 < -1.395251 0.088961 -0.302596 >
point24376 < -1.395368 0.088802 -0.302993 >
point24377 < -1.395485 0.088643 -0.303390 >
point24378 < -1.395602 0.088484 -0.303787 >
point24379 < -1.395718 0.088325 -0.304184 >
point24380 < -1.395835 0.088165 -0.304581 >
point24381 < -1.395952 0.088006 -0.304978 >
point24382 < -1.396069 0.087847 -0.305375 >
point24383 < -1.396185 0.087688 -0.305772 >
point24384 < -1.396302 0.087528 -0.306169 >
point24385 < -1.396419 0.087369 -0.306566 >
point24386 < -1.396535 0.087209 -0.306963 >
point24387 < -1.396652 0.087050 -0.307360 >
point24388 < -1.396769 0.086891 -0.307757 >
point24389 < -1.396885 0.086731 -0.308154 >
point24390 < -1.397002 0.086572 -0.308551 >
point24391 < -1.397118 0.086412 -0.308948 >
point24392 < -1.397235 0.086252 -0.309345 >
point24393 < -1.397351 0.086093 -0.309742 >
point24394 < -1.397468 0.085933 -0.310139 >
point24395 < -1.397584 0.085773 -0.310536 >
point24396 < -1.397700 0.085614 -0.310933 >
point24397 < -1.397817 0.085454 -0.311330 >
point24398 < -1.397933 0.085294 -0.311726 >
point24399 < -1.398050 0.085134 -0.312123 >
point24400 < -1.398166 0.084974 -0.312520 >
point24401 < -1.398282 0.084815 -0.312917 >
point24402 < -1.398398 0.084655 -0.313314 >
point24403 < -1.398515 0.084495 -0.313711 >
point24404 < -1.398631 0.084335 -0.314108 >
point24405 < -1.398747 0.084175 -0.314505 >
point24406 < -1.398863 0.084015 -0.314902 >
point24407 < -1.398979 0.083855 -0.315299 >
point24408 < -1.399095 0.083694 -0.315696 >
point24409 < -1.399211 0.083534 -0.316092 >
point24410 < -1.399327 0.083374 -0.316489 >
point24411 < -1.399443 0.083214 -0.316886 >
point24412 < -1.399559 0.083054 -0.317283 >
point24413 < -1.399675 0.082893 -0.317680 >
point24414 < -1.399791 0.082733 -0.318077 >
point24415 < -1.399907 0.082573 -0.318474 >
point24416 < -1.400023 0.082412 -0.318870 >
point24417 < -1.400139 0.082252 -0.319267 >
point24418 < -1.400255 0.082091 -0.319664 >
point24419 < -1.400371 0.081931 -0.320061 >
point24420 < -1.400487 0.081770 -0.320458 >
point24421 < -1.400602 0.081610 -0.320854 >
point24422 < -1.400718 0.081449 -0.321251 >
point24423 < -1.400834 0.081289 -0.321648 >
point24424 < -1.400949 0.081128 -0.322045 >
point24425 < -1.401065 0.080967 -0.322442 >
point24426 < -1.401181 0.080807 -0.322838 >
point24427 < -1.401296 0.080646 -0.323235 >
point24428 < -1.401412 0.080485 -0.323632 >
point24429 < -1.401528 0.080324 -0.324029 >
point24430 < -1.401643 0.080164 -0.324425 >
point24431 < -1.401759 0.080003 -0.324822 >
point24432 < -1.401874 0.079842 -0.325219 >
point24433 < -1.401990 0.079681 -0.325616 >
point24434 < -1.402105 0.079520 -0.326012 >
point24435 < -1.402220 0.079359 -0.326409 >
point24436 < -1.402336 0.079198 -0.326806 >
point24437 < -1.402451 0.079037 -0.327203 >
point24438 < -1.402567 0.078876 -0.327599 >
point24439 < -1.402682 0.078715 -0.327996 >
point24440 < -1.402797 0.078553 -0.328393 >
point24441 < -1.402912 0.078392 -0.328789 >
point24442 < -1.403028 0.078231 -0.329186 >
point24443 < -1.403143 0.078070 -0.329583 >
point24444 < -1.403258 0.077908 -0.329979 >
point24445 < -1.403373 0.077747 -0.330376 >
point24446 < -1.403488 0.077586 -0.330773 >
point24447 < -1.403604 0.077424 -0.331169 >
point24448 < -1.403719 0.077263 -0.331566 >
point24449 < -1.403834 0.077101 -0.331963 >
point24450 < -1.403949 0.076940 -0.332359 >
point24451 < -1.404064 0.076778 -0.332756 >
point24452 < -1.404179 0.076617 -0.333153 >
point24453 < -1.404294 0.076455 -0.333549 >
point24454 < -1.404409 0.076294 -0.333946 >
point24455 < -1.404524 0.076132 -0.334342 >
point24456 < -1.404638 0.075970 -0.334739 >
point24457 < -1.404753 0.075809 -0.335136 >
point24458 < -1.404868 0.075647 -0.335532 >
point24459 < -1.404983 0.075485 -0.335929 >
point24460 < -1.405098 0.075323 -0.336325 >
point24461 < -1.405212 0.075161 -0.336722 >
point24462 < -1.405327 0.074999 -0.337119 >
point24463 < -1.405442 0.074838 -0.337515 >
point24464 < -1.405557 0.074676 -0.337912 >
point24465 < -1.405671 0.074514 -0.338308 >
point24466 < -1.405786 0.074352 -0.338705 >
point24467 < -1.405900 0.074190 -0.339101 >
point24468 < -1.406015 0.074028 -0.339498 >
point24469 < -1.406130 0.073865 -0.339894 >
point24470 < -1.406244 0.073703 -0.340291 >
point24471 < -1.406359 0.073541 -0.340687 >
point24472 < -1.406473 0.073379 -0.341084 >
point24473 < -1.406588 0.073217 -0.341480 >
point24474 < -1.406702 0.073054 -0.341877 >
point24475 < -1.406816 0.072892 -0.342273 >
point24476 < -1.406931 0.072730 -0.342670 >
point24477 < -1.407045 0.072567 -0.343066 >
point24478 < -1.407159 0.072405 -0.343463 >
point24479 < -1.407274 0.072243 -0.343859 >
point24480 < -1.407388 0.072080 -0.344256 >
point24481 < -1.407502 0.071918 -0.344652 >
point24482 < -1.407617 0.071755 -0.345049 >
point24483 < -1.407731 0.071592 -0.345445 >
point24484 < -1.407845 0.071430 -0.345842 >
point24485 < -1.407959 0.071267 -0.346238 >
point24486 < -1.408073 0.071105 -0.346634 >
point24487 < -1.408187 0.070942 -0.347031 >
point24488 < -1.408301 0.070779 -0.347427 >
point24489 < -1.408415 0.070616 -0.347824 >
point24490 < -1.408529 0.070454 -0.348220 >
point24491 < -1.408643 0.070291 -0.348616 >
point24492 < -1.408757 0.070128 -0.349013 >
point24493 < -1.408871 0.069965 -0.349409 >
point24494 < -1.408985 0.069802 -0.349806 >
point24495 < -1.409099 0.069639 -0.350202 >
point24496 < -1.409213 0.069476 -0.350598 >
point24497 < -1.409327 0.069313 -0.350995 >
point24498 < -1.409441 0.069150 -0.351391 >
point24499 < -1.409554 0.068987 -0.351787 >
point24500 < -1.409668 0.068824 -0.352184 >
point24501 < -1.409782 0.068661 -0.352580 >
point24502 < -1.409896 0.068498 -0.352976 >
point24503 < -1.410009 0.068334 -0.353373 >
point24504 < -1.410123 0.068171 -0.353769 >
point24505 < -1.410237 0.068008 -0.354165 >
point24506 < -1.410350 0.067845 -0.354562 >
point24507 < -1.410464 0.067681 -0.354958 >
point24508 < -1.410577 0.067518 -0.355354 >
point24509 < -1.410691 0.067354 -0.355750 >
point24510 < -1.410804 0.067191 -0.356147 >
point24511 < -1.410918 0.067028 -0.356543 >
point24512 < -1.411031 0.066864 -0.356939 >
point24513 < -1.411145 0.066701 -0.357335 >
point24514 < -1.411258 0.066537 -0.357732 >
point24515 < -1.411371 0.066373 -0.358128 >
point24516 < -1.411485 0.066210 -0.358524 >
point24517 < -1.411598 0.066046 -0.358920 >
point24518 < -1.411711 0.065882 -0.359317 >
point24519 < -1.411825 0.065719 -0.359713 >
point24520 < -1.411938 0.065555 -0.360109 >
point24521 < -1.412051 0.065391 -0.360505 >
point24522 < -1.412164 0.065227 -0.360901 >
point24523 < -1.412277 0.065063 -0.361298 >
point24524 < -1.412391 0.064900 -0.361694 >
point24525 < -1.412504 0.064736 -0.362090 >
point24526 < -1.412617 0.064572 -0.362486 >
point24527 < -1.412730 0.064408 -0.362882 >
point24528 < -1.412843 0.064244 -0.363279 >
point24529 < -1.412956 0.064080 -0.363675 >
point24530 < -1.413069 0.063916 -0.364071 >
point24531 < -1.413182 0.063751 -0.364467 >
point24532 < -1.413295 0.063587 -0.364863 >
point24533 < -1.413408 0.063423 -0.365259 >
point24534 < -1.413521 0.063259 -0.365655 >
point24535 < -1.413633 0.063095 -0.366051 >
point24536 < -1.413746 0.062930 -0.366448 >
point24537 < -1.413859 0.062766 -0.366844 >
point24538 < -1.413972 0.062602 -0.367240 >
point24539 < -1.414085 0.062437 -0.367636 >
point24540 < -1.414197 0.062273 -0.368032 >
point24541 < -1.414310 0.062109 -0.368428 >
point24542 < -1.414423 0.061944 -0.368824 >
point24543 < -1.414535 0.061780 -0.369220 >
point24544 < -1.414648 0.061615 -0.369616 >
point24545 < -1.414761 0.061450 -0.370012 >
point24546 < -1.414873 0.061286 -0.370408 >
point24547 < -1.414986 0.061121 -0.370804 >
point24548 < -1.415098 0.060957 -0.371200 >
point24549 < -1.415211 0.060792 -0.371596 >
point24550 < -1.415323 0.060627 -0.371992 >
point24551 < -1.415435 0.060462 -0.372388 >
point24552 < -1.415548 0.060298 -0.372784 >
point24553 < -1.415660 0.060133 -0.373180 >
point24554 < -1.415773 0.059968 -0.373576 >
point24555 < -1.415885 0.059803 -0.373972 >
point24556 < -1.415997 0.059638 -0.374368 >
point24557 < -1.416110 0.059473 -0.374764 >
point24558 < -1.416222 0.059308 -0.375160 >
point24559 < -1.416334 0.059143 -0.375556 >
point24560 < -1.416446 0.058978 -0.375952 >
point24561 < -1.416558 0.058813 -0.376348 >
point24562 < -1.416670 0.058648 -0.376744 >
point24563 < -1.416783 0.058483 -0.377140 >
point24564 < -1.416895 0.058318 -0.377536 >
point24565 < -1.417007 0.058152 -0.377932 >
point24566 < -1.417119 0.057987 -0.378328 >
point24567 < -1.417231 0.057822 -0.378724 >
point24568 < -1.417343 0.057657 -0.379120 >
point24569 < -1.417455 0.057491 -0.379515 >
point24570 < -1.417567 0.057326 -0.379911 >
point24571 < -1.417679 0.057161 -0.380307 >
point24572 < -1.417790 0.056995 -0.380703 >
point24573 < -1.417902 0.056830 -0.381099 >
point24574 < -1.418014 0.056664 -0.381495 >
point24575 < -1.418126 0.056499 -0.381891 >
point24576 < -1.418238 0.056333 -0.382286 >
point24577 < -1.418349 0.056167 -0.382682 >
point24578 < -1.418461 0.056002 -0.383078 >
point24579 < -1.418573 0.055836 -0.383474 >
point24580 < -1.418685 0.055671 -0.383870 >
point24581 < -1.418796 0.055505 -0.384266 >
point24582 < -1.418908 0.055339 -0.384661 >
point24583 < -1.419019 0.055173 -0.385057 >
point24584 < -1.419131 0.055007 -0.385453 >
point24585 < -1.419242 0.054842 -0.385849 >
point24586 < -1.419354 0.054676 -0.386245 >
point24587 < -1.419465 0.054510 -0.386640 >
point24588 < -1.419577 0.054344 -0.387036 >
point24589 < -1.419688 0.054178 -0.387432 >
point24590 < -1.419800 0.054012 -0.387828 >
point24591 < -1.419911 0.053846 -0.388223 >
point24592 < -1.420022 0.053680 -0.388619 >
point24593 < -1.420134 0.053514 -0.389015 >
point24594 < -1.420245 0.053348 -0.389410 >
point24595 < -1.420356 0.053181 -0.389806 >
point24596 < -1.420468 0.053015 -0.390202 >
point24597 < -1.420579 0.052849 -0.390598 >
point24598 < -1.420690 0.052683 -0.390993 >
point24599 < -1.420801 0.052516 -0.391389 >
point24600 < -1.420912 0.052350 -0.391785 >
point24601 < -1.421023 0.052184 -0.392180 >
point24602 < -1.421134 0.052017 -0.392576 >
point24603 < -1.421246 0.051851 -0.392972 >
point24604 < -1.421357 0.051684 -0.393367 >
point24605 < -1.421468 0.051518 -0.393763 >
point24606 < -1.421579 0.051351 -0.394159 >
point24607 < -1.421689 0.051185 -0.394554 >
point24608 < -1.421800 0.051018 -0.394950 >
point24609 < -1.421911 0.050852 -0.395345 >
point24610 < -1.422022 0.050685 -0.395741 >
point24611 < -1.422133 0.050518 -0.396137 >
point24612 < -1.422244 0.050352 -0.396532 >
point24613 < -1.422355 0.050185 -0.396928 >
point24614 < -1.422465 0.050018 -0.397323 >
point24615 < -1.422576 0.049851 -0.397719 >
point24616 < -1.422687 0.049685 -0.398115 >
point24617 < -1.422797 0.049518 -0.398510 >
point24618 < -1.422908 0.049351 -0.398906 >
point24619 < -1.423019 0.049184 -0.399301 >
point24620 < -1.423129 0.049017 -0.399697 >
point24621 < -1.423240 0.048850 -0.400092 >
point24622 < -1.423350 0.048683 -0.400488 >
point24623 < -1.423461 0.048516 -0.400883 >
point24624 < -1.423571 0.048349 -0.401279 >
point24625 < -1.423682 0.048182 -0.401674 >
point24626 < -1.423792 0.048014 -0.402070 >
point24627 < -1.423903 0.047847 -0.402465 >
point24628 < -1.424013 0.047680 -0.402861 >
point24629 < -1.424123 0.047513 -0.403256 >
point24630 < -1.424234 0.047346 -0.403652 >
point24631 < -1.424344 0.047178 -0.404047 >
point24632 < -1.424454 0.047011 -0.404443 >
point24633 < -1.424565 0.046844 -0.404838 >
point24634 < -1.424675 0.046676 -0.405234 >
point24635 < -1.424785 0.046509 -0.405629 >
point24636 < -1.424895 0.046341 -0.406024 >
point24637 < -1.425005 0.046174 -0.406420 >
point24638 < -1.425115 0.046006 -0.406815 >
point24639 < -1.425226 0.045839 -0.407211 >
point24640 < -1.425336 0.045671 -0.407606 >
point24641 < -1.425446 0.045503 -0.408001 >
point24642 < -1.425556 0.045336 -0.408397 >
point24643 < -1.425666 0.045168 -0.408792 >
point24644 < -1.425776 0.045000 -0.409188 >
point24645 < -1.425885 0.044833 -0.409583 >
point24646 < -1.425995 0.044665 -0.409978 >
point24647 < -1.426105 0.044497 -0.410374 >
point24648 < -1.426215 0.044329 -0.410769 >
point24649 < -1.426325 0.044161 -0.411164 >
point24650 < -1.426435 0.043993 -0.411560 >
point24651 < -1.426544 0.043825 -0.411955 >
point24652 < -1.426654 0.043657 -0.412350 >
point24653 < -1.426764 0.043489 -0.412746 >
point24654 < -1.426874 0.043321 -0.413141 >
point24655 < -1.426983 0.043153 -0.413536 >
point24656 < -1.427093 0.042985 -0.413931 >
point24657 < -1.427202 0.042817 -0.414327 >
point24658 < -1.427312 0.042649 -0.414722 >
point24659 < -1.427422 0.042481 -0.415117 >
point24660 < -1.427531 0.042312 -0.415512 >
point24661 < -1.427641 0.042144 -0.415908 >
point24662 < -1.427750 0.041976 -0.416303 >
point24663 < -1.427859 0.041808 -0.416698 >
point24664 < -1.427969 0.041639 -0.417093 >
point24665 < -1.428078 0.041471 -0.417489 >
point24666 < -1.428188 0.041302 -0.417884 >
point24667 < -1.428297 0.041134 -0.418279 >
point24668 < -1.428406 0.040965 -0.418674 >
point24669 < -1.428515 0.040797 -0.419069 >
point24670 < -1.428625 0.040628 -0.419465 >
point24671 < -1.428734 0.040460 -0.419860 >
point24672 < -1.428843 0.040291 -0.420255 >
point24673 < -1.428952 0.040123 -0.420650 >
point24674 < -1.429061 0.039954 -0.421045 >
point24675 < -1.429171 0.039785 -0.421440 >
point24676 < -1.429280 0.039617 -0.421835 >
point24677 < -1.429389 0.039448 -0.422231 >
point24678 < -1.429498 0.039279 -0.422626 >
point24679 < -1.429607 0.039110 -0.423021 >
point24680 < -1.429716 0.038941 -0.423416 >
point24681 < -1.429825 0.038772 -0.423811 >
point24682 < -1.429934 0.038603 -0.424206 >
point24683 < -1.430042 0.038434 -0.424601 >
point24684 < -1.430151 0.038266 -0.424996 >
point24685 < -1.430260 0.038096 -0.425391 >
point24686 < -1.430369 0.037927 -0.425786 >
point24687 < -1.430478 0.037758 -0.426181 >
point24688 < -1.430586 0.037589 -0.426576 >
point24689 < -1.430695 0.037420 -0.426971 >
point24690 < -1.430804 0.037251 -0.427366 >
point24691 < -1.430912 0.037082 -0.427761 >
point24692 < -1.431021 0.036912 -0.428157 >
point24693 < -1.431130 0.036743 -0.428552 >
point24694 < -1.431238 0.036574 -0.428947 >
point24695 < -1.431347 0.036405 -0.429341 >
point24696 < -1.431455 0.036235 -0.429736 >
point24697 < -1.431564 0.036066 -0.430131 >
point24698 < -1.431672 0.035896 -0.430526 >
point24699 < -1.431781 0.035727 -0.430921 >
point24700 < -1.431889 0.035557 -0.431316 >
point24701 < -1.431998 0.035388 -0.431711 >
point24702 < -1.432106 0.035218 -0.432106 >
point24703 < -1.432214 0.035049 -0.432501 >
point24704 < -1.432323 0.034879 -0.432896 >
point24705 < -1.432431 0.034710 -0.433291 >
point24706 < -1.432539 0.034540 -0.433686 >
point24707 < -1.432647 0.034370 -0.434081 >
point24708 < -1.432756 0.034200 -0.434476 >
point24709 < -1.432864 0.034031 -0.434871 >
point24710 < -1.432972 0.033861 -0.435265 >
point24711 < -1.433080 0.033691 -0.435660 >
point24712 < -1.433188 0.033521 -0.436055 >
point24713 < -1.433296 0.033351 -0.436450 >
point24714 < -1.433404 0.033181 -0.436845 >
point24715 < -1.433512 0.033011 -0.437240 >
point24716 < -1.433620 0.032841 -0.437634 >
point24717 < -1.433728 0.032671 -0.438029 >
point24718 < -1.433836 0.032501 -0.438424 >
point24719 < -1.433944 0.032331 -0.438819 >
point24720 < -1.434052 0.032161 -0.439214 >
point24721 < -1.434160 0.031991 -0.439609 >
point24722 < -1.434267 0.031821 -0.440003 >
point24723 < -1.434375 0.031651 -0.440398 >
point24724 < -1.434483 0.031480 -0.440793 >
point24725 < -1.434591 0.031310 -0.441188 >
point24726 < -1.434698 0.031140 -0.441582 >
point24727 < -1.434806 0.030969 -0.441977 >
point24728 < -1.434914 0.030799 -0.442372 >
point24729 < -1.435021 0.030629 -0.442767 >
point24730 < -1.435129 0.030458 -0.443161 >
point24731 < -1.435237 0.030288 -0.443556 >
point24732 < -1.435344 0.030117 -0.443951 >
point24733 < -1.435452 0.029947 -0.444345 >
point24734 < -1.435559 0.029776 -0.444740 >
point24735 < -1.435666 0.029606 -0.445135 >
point24736 < -1.435774 0.029435 -0.445529 >
point24737 < -1.435881 0.029264 -0.445924 >
point24738 < -1.435989 0.029094 -0.446319 >
point24739 < -1.436096 0.028923 -0.446713 >
point24740 < -1.436203 0.028752 -0.447108 >
point24741 < -1.436311 0.028581 -0.447503 >
point24742 < -1.436418 0.028411 -0.447897 >
point24743 < -1.436525 0.028240 -0.448292 >
point24744 < -1.436632 0.028069 -0.448686 >
point24745 < -1.436739 0.027898 -0.449081 >
point24746 < -1.436847 0.027727 -0.449476 >
point24747 < -1.436954 0.027556 -0.449870 >
point24748 < -1.437061 0.027385 -0.450265 >
point24749 < -1.437168 0.027214 -0.450659 >
point24750 < -1.437275 0.027043 -0.451054 >
point24751 < -1.437382 0.026872 -0.451449 >
point24752 < -1.437489 0.026701 -0.451843 >
point24753 < -1.437596 0.026530 -0.452238 >
point24754 < -1.437703 0.026359 -0.452632 >
point24755 < -1.437810 0.026187 -0.453027 >
point24756 < -1.437916 0.026016 -0.453421 >
point24757 < -1.438023 0.025845 -0.453816 >
point24758 < -1.438130 0.025674 -0.454210 >
point24759 < -1.438237 0.025502 -0.454605 >
point24760 < -1.438344 0.025331 -0.454999 >
point24761 < -1.438450 0.025160 -0.455394 >
point24762 < -1.438557 0.024988 -0.455788 >
point24763 < -1.438664 0.024817 -0.456183 >
point24764 < -1.438770 0.024645 -0.456577 >
point24765 < -1.438877 0.024474 -0.456971 >
point24766 < -1.438984 0.024302 -0.457366 >
point24767 < -1.439090 0.024131 -0.457760 >
point24768 < -1.439197 0.023959 -0.458155 >
point24769 < -1.439303 0.023787 -0.458549 >
point24770 < -1.439410 0.023616 -0.458943 >
